,complaint,impression,diagnosis,count
11732,Psychiatric Problem Abnormal Behavior Suicide Attempt,State Of Emotional Shock And Stress,Psychosis,2
11734,Psychiatric Problem Abnormal Behavior Suicide Attempt,State Of Emotional Shock And Stress,Suicidal Ideations,3
11738,Psychiatric Problem Abnormal Behavior Suicide Attempt,Suicidal Ideations,Major Depressive Disorder,10
11740,Psychiatric Problem Abnormal Behavior Suicide Attempt,Suicidal Ideations,Suicidal Ideations,2
11743,Psychiatric Problem Abnormal Behavior Suicide Attempt,Symptoms And Signs Involving Emotional State,Alcohol Abuse,3
11745,Psychiatric Problem Abnormal Behavior Suicide Attempt,Symptoms And Signs Involving Emotional State,Anxiety Disorder,4
11747,Psychiatric Problem Abnormal Behavior Suicide Attempt,Symptoms And Signs Involving Emotional State,Conduct Disorder,2
11754,Psychiatric Problem Abnormal Behavior Suicide Attempt,Symptoms And Signs Involving Emotional State,Laceration ,3
11755,Psychiatric Problem Abnormal Behavior Suicide Attempt,Symptoms And Signs Involving Emotional State,Major Depressive Disorder,22
11764,Psychiatric Problem Abnormal Behavior Suicide Attempt,Symptoms And Signs Involving Emotional State,Suicidal Ideations,13
11777,Psychiatric Problem Abnormal Behavior Suicide Attempt,Weakness,Major Depressive Disorder,3
11784,Sick Person,Abdominal Pain,Abdominal Pain,32
11789,Sick Person,Abdominal Pain,Acute Cystitis,3
11790,Sick Person,Abdominal Pain,Acute Gastric Ulcer,2
11791,Sick Person,Abdominal Pain,Acute Kidney Failure,2
11792,Sick Person,Abdominal Pain,Acute Pancreatitis,2
11793,Sick Person,Abdominal Pain,Acute Postprocedural Pain,2
11794,Sick Person,Abdominal Pain,Alcohol Abuse,2
11795,Sick Person,Abdominal Pain,Alcohol Dependence,2
11805,Sick Person,Abdominal Pain,Calculus Of Gallbladder,2
11807,Sick Person,Abdominal Pain,Calculus Of Kidney,5
11815,Sick Person,Abdominal Pain,Chronic Pain,4
11816,Sick Person,Abdominal Pain,Chronic Pancreatitis,3
11819,Sick Person,Abdominal Pain,Constipation,9
11823,Sick Person,Abdominal Pain,Cutaneous Abscess Of Abdominal Wall,2
11829,Sick Person,Abdominal Pain,Diarrhea,4
11833,Sick Person,Abdominal Pain,Dvtrcli Of Intest,2
11834,Sick Person,Abdominal Pain,Dvtrcli Of Lg Int,2
11839,Sick Person,Abdominal Pain,Epigastric Pain,12
11842,Sick Person,Abdominal Pain,Fever,2
11846,Sick Person,Abdominal Pain,Gastritis,5
11847,Sick Person,Abdominal Pain,Gastrointestinal Hemorrhage,2
11848,Sick Person,Abdominal Pain,Generalized Abdominal Pain,12
11855,Sick Person,Abdominal Pain,Hydronephrosis,3
11861,Sick Person,Abdominal Pain,Ileus,3
11866,Sick Person,Abdominal Pain,Intestinal Obstruction,3
11867,Sick Person,Abdominal Pain,Intestnl Obst,4
11869,Sick Person,Abdominal Pain,Left Lower Quadrant Pain,4
11870,Sick Person,Abdominal Pain,Left Upper Quadrant Pain,2
11873,Sick Person,Abdominal Pain,Nausea,8
11875,Sick Person,Abdominal Pain,Noninfective Gastroenteritis And Colitis,12
11883,Sick Person,Abdominal Pain,Periumbilical Pain,2
11884,Sick Person,Abdominal Pain,Pneumonia,2
11888,Sick Person,Abdominal Pain,Pregnancy Related Conditions,2
11889,Sick Person,Abdominal Pain,Renal Colic,2
11891,Sick Person,Abdominal Pain,Retention Of Urine,3
11892,Sick Person,Abdominal Pain,Right Lower Quadrant Pain,5
11893,Sick Person,Abdominal Pain,Right Upper Quadrant Pain,2
11898,Sick Person,Abdominal Pain,Sepsis,16
11911,Sick Person,Abdominal Pain,Unilateral Inguinal Hernia,2
11913,Sick Person,Abdominal Pain,Urinary Tract Infection,8
11916,Sick Person,Abdominal Pain,Viral Intestinal Infection,3
11918,Sick Person,Abdominal Pain,Vomiting,3
11931,Sick Person,Abdominal Tenderness,Noninfective Gastroenteritis And Colitis,2
11939,Sick Person,Abdominal Tenderness,Urinary Tract Infection,2
11942,Sick Person,Abuse Of Alcohol,Alcohol Abuse,43
11943,Sick Person,Abuse Of Alcohol,Alcohol Dependence,17
11948,Sick Person,Abuse Of Alcohol,Contusion Of Front Wall Of Thorax,2
11953,Sick Person,Abuse Of Alcohol,Hepatic Failure,2
11957,Sick Person,Abuse Of Alcohol,Sepsis,2
11959,Sick Person,Abuse Of Alcohol,Sprain Of Wrist,2
11961,Sick Person,Abuse Of Alcohol,Toxic Effect Of Alcohol,2
11964,Sick Person,Abuse Of Alcohol Intoxication,Alcohol Abuse,9
11965,Sick Person,Abuse Of Alcohol Intoxication,Alcohol Dependence,5
11975,Sick Person,Abuse Of Alcohol Withdrawal,Alcohol Dependence,5
11977,Sick Person,Abuse Of Alcohol Withdrawal,Cutaneous Abscess Of Neck,2
11982,Sick Person,Abuse Of Alcohol Withdrawal,Sepsis,2
11988,Sick Person,Abuse Of Hallucinogen,Delusional Disorder,2
11993,Sick Person,Abuse Of Hallucinogen,Stimulant Dependence,2
11995,Sick Person,Abuse Of Narcotic Ie Heroin,Chronic Pain,2
12000,Sick Person,Abuse Of Narcotic Ie Heroin,Opioid Abuse,2
12001,Sick Person,Abuse Of Narcotic Ie Heroin,Opioid Dependence,4
12008,Sick Person,Abuse Of Psychoactive Substance,Alcohol Abuse,4
12009,Sick Person,Abuse Of Psychoactive Substance,Alcohol Dependence,2
12010,Sick Person,Abuse Of Psychoactive Substance,Altered Mental Status,2
12023,Sick Person,Abuse Of Psychoactive Substance,Opioid Dependence,3
12026,Sick Person,Abuse Of Psychoactive Substance,Poisoning By Opioids,2
12027,Sick Person,Abuse Of Psychoactive Substance,Psychoactive Substance Abuse,3
12031,Sick Person,Abuse Of Psychoactive Substance,Sepsis,3
12032,Sick Person,Abuse Of Psychoactive Substance,Stimulant Abuse,4
12033,Sick Person,Abuse Of Psychoactive Substance,Stimulant Use,2
12037,Sick Person,Abuse Of Sedative Hypnotic Or Anxiolytic,Auditory Hallucinations,3
12041,Sick Person,Abuse Of Sedative Hypnotic Or Anxiolytic,Disorder Of The Skin And Subcutaneous Tissue,3
12043,Sick Person,Abuse Of Sedative Hypnotic Or Anxiolytic,Poisoning By Antieplptc And SedHypntc Drugs,2
12049,Sick Person,Abuse Of Sedative Hypnotic Or Anxiolytic,Stimulant Abuse,3
12051,Sick Person,Acute Kidney Failure,Acute Kidney Failure,2
12058,Sick Person,Acute Kidney Failure,Sepsis,2
12059,Sick Person,Alcohol Abuse With Intoxication,Alcohol Abuse,2
12061,Sick Person,Alcohol Dependence With Intoxication,Alcohol Abuse,2
12062,Sick Person,Alcohol Dependence With Intoxication,Alcohol Dependence,4
12067,Sick Person,Allergic Reaction,Allergy,4
12070,Sick Person,Allergic Reaction,Chest Pain,2
12072,Sick Person,Allergic Reaction,Headache,2
12078,Sick Person,Allergic Reaction,Syncope And Collapse,2
12090,Sick Person,Behavioral Anxiety,Acute Kidney Failure,2
12093,Sick Person,Behavioral Anxiety,Alcohol Abuse,4
12095,Sick Person,Behavioral Anxiety,Altered Mental Status,2
12097,Sick Person,Behavioral Anxiety,Anxiety Disorder,7
12103,Sick Person,Behavioral Anxiety,Generalized Anxiety Disorder,3
12108,Sick Person,Behavioral Anxiety,Opioid Dependence,4
12113,Sick Person,Behavioral Anxiety,Schizophrenia,2
12114,Sick Person,Behavioral Anxiety,Stimulant Abuse,4
12129,Sick Person,Behavioral Disorientation,Dehydration,2
12136,Sick Person,Behavioral Disorientation,Nausea,2
12139,Sick Person,Behavioral Disorientation,Sepsis,2
12150,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Alcohol Abuse,2
12151,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Alcohol Dependence,5
12152,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Altered Mental Status,6
12154,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Anxiety Disorder,17
12157,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Bipolar Disorder,4
12159,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Brief Psychotic Disorder,2
12162,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Cellulitis Of Limb,3
12163,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Conduct Disorder,2
12164,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Dehydration,2
12165,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Delusional Disorder,2
12172,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Encephalopathy,2
12174,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Encounter For Issue Of Repeat Prescription,2
12176,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Epilepsy,4
12178,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Generalized Anxiety Disorder,2
12182,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,15
12183,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Mental Disorder,2
12185,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Opioid Abuse,2
12188,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Panic Disorder [Episodic Paroxysmal Anxiety],4
12198,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Post Traumatic Stress Disorder,2
12200,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Proc Trtmt Not Crd Out Bec Pt Decision For Reasons,2
12201,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Psychoactive Substance Abuse,3
12202,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Psychoactive Substance Use,2
12203,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Psychosis,5
12206,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Schizoaffective Disorder,8
12207,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Schizophrenia,4
12208,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Sepsis,2
12210,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Stimulant Abuse,6
12211,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Stimulant Dependence,2
12213,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Suicidal Ideations,14
12215,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Symptoms And Signs Involving Emotional State,2
12216,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Syncope And Collapse,4
12218,Sick Person,Behavioral Mental Disorder Not Otherwise Listed,Urinary Tract Infection,2
12226,Sick Person,Behavioral Strange Behavior,Bipolar II Disorder,2
12228,Sick Person,Behavioral Strange Behavior,Calculus Of Kidney,2
12234,Sick Person,Behavioral Strange Behavior,Major Depressive Disorder,3
12236,Sick Person,Behavioral Strange Behavior,Pneumonia,2
12238,Sick Person,Behavioral Strange Behavior,Proc Trtmt Not Crd Out D T Pt Lv Bef Seen By Hlth Care Prov,2
12239,Sick Person,Behavioral Strange Behavior,Psychosis,4
12240,Sick Person,Behavioral Strange Behavior,Schizophrenia,2
12241,Sick Person,Behavioral Strange Behavior,Sepsis,2
12243,Sick Person,Behavioral Strange Behavior,Stimulant Abuse,2
12250,Sick Person,Behavioral Suicidal Homicidal Ideation,Major Depressive Disorder,3
12254,Sick Person,Behavioral Suicide Attempt,Bipolar Disorder,2
12257,Sick Person,Behavioral Suicide Attempt,Major Depressive Disorder,7
12262,Sick Person,Behavioral Suicide Attempt,Suicidal Ideations,2
12264,Sick Person,CV Cardiac Arrest,Cardiac Arrest,4
12271,Sick Person,CV Cardiac Arrhythmia Dysrhythmia,Atrial Fibrillation,4
12274,Sick Person,CV Cardiac Arrhythmia Dysrhythmia,Chest Pain,2
12281,Sick Person,CV Cardiac Arrhythmia Dysrhythmia,Paroxysmal Atrial Fibrillation,2
12285,Sick Person,CV Cardiac Arrhythmia Dysrhythmia,Sepsis,2
12286,Sick Person,CV Cardiac Arrhythmia Dysrhythmia,Supraventricular Tachycardia,3
12287,Sick Person,CV Cardiac Arrhythmia Dysrhythmia,Syncope And Collapse,2
12290,Sick Person,CV Cardiac Arrhythmia Dysrhythmia,Weakness,3
12295,Sick Person,CV Chest Pain Myocardial Infarction Nonstemi,NonSt Elevation Nstemi Myocardial Infarction,2
12299,Sick Person,CV Chest Pain Presumed Cardiac,Chest Pain,4
12311,Sick Person,CV Congestive Heart Failure Chf,Heart Failure,2
12312,Sick Person,CV Congestive Heart Failure Chf,Hyp Hrt & Chr Kdny Dis,4
12313,Sick Person,CV Congestive Heart Failure Chf,Lymphedema,2
12314,Sick Person,CV Congestive Heart Failure Chf,Sepsis,2
12324,Sick Person,CV Hypertension,Dizziness And Giddiness,5
12326,Sick Person,CV Hypertension,Essential Primary Hypertension,12
12333,Sick Person,CV Hypertension,Hypertensive Urgency,2
12343,Sick Person,CV Hypertension,Weakness,3
12346,Sick Person,CV Hypotension,Acute Kidney Failure,10
12351,Sick Person,CV Hypotension,Chronic Or Gastric Ulcer,2
12352,Sick Person,CV Hypotension,Dehydration,2
12357,Sick Person,CV Hypotension,Hypotension,5
12365,Sick Person,CV Hypotension,Sepsis,9
12367,Sick Person,CV Hypotension,Syncope And Collapse,2
12384,Sick Person,Chest Pain,Anxiety Disorder,2
12386,Sick Person,Chest Pain,Chest Pain,6
12397,Sick Person,Chest Pain,NonSt Elevation Nstemi Myocardial Infarction,4
12399,Sick Person,Chest Pain,Sepsis,2
12402,Sick Person,Chest Pain,Tachycardia,2
12419,Sick Person,Convulsions,Alcohol Abuse,2
12420,Sick Person,Convulsions,Alcohol Dependence,2
12426,Sick Person,Convulsions,Brief Psychotic Disorder,2
12427,Sick Person,Convulsions,Convulsions,20
12428,Sick Person,Convulsions,Epilepsy,8
12435,Sick Person,Convulsions,Opioid Dependence,4
12440,Sick Person,Convulsions,Syncope And Collapse,3
12446,Sick Person,Dehydration,Acute Kidney Failure,4
12452,Sick Person,Dehydration,Cerebral Infarction,2
12455,Sick Person,Dehydration,Dehydration,2
12457,Sick Person,Dehydration,Dizziness And Giddiness,3
12463,Sick Person,Dehydration,Heat Exhaustion,2
12468,Sick Person,Dehydration,Nausea,2
12470,Sick Person,Dehydration,Pneumonia,2
12471,Sick Person,Dehydration,Sepsis,4
12473,Sick Person,Dehydration,Syncope And Collapse,3
12476,Sick Person,Dehydration,Weakness,2
12478,Sick Person,Dental Tooth Pain,Disorder Of Teeth And Supporting Structures,2
12480,Sick Person,Dental Tooth Pain,Periapical Abscess,2
12487,Sick Person,Diarrhea,Diarrhea,4
12496,Sick Person,Diarrhea,Noninfective Gastroenteritis And Colitis,4
12497,Sick Person,Diarrhea,Paroxysmal Atrial Fibrillation,2
12500,Sick Person,Diarrhea,Sepsis,5
12508,Sick Person,Eent Nose Bleed,Epistaxis,3
12515,Sick Person,Encounter For General Adult Medical Examination Without Abnormal Findings,Poisoning By Antidepressants,2
12525,Sick Person,Endocrine Hyperglycemia Diabetic Diabetes,Atrial Fibrillation,2
12534,Sick Person,Endocrine Hyperglycemia Diabetic Diabetes,Sepsis,13
12536,Sick Person,Endocrine Hyperglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,9
12537,Sick Person,Endocrine Hyperglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,3
12538,Sick Person,Endocrine Hyperglycemia Diabetic Diabetes,Urinary Tract Infection,2
12543,Sick Person,Endocrine Hypoglycemia Diabetic Diabetes,Sepsis,2
12546,Sick Person,Endocrine Hypoglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,6
12558,Sick Person,Environment Hypothermia,Sepsis,2
12571,Sick Person,Environment Poisoning Drug Ingestion Overdose,Sepsis,3
12579,Sick Person,Fatigue,Anxiety Disorder,2
12585,Sick Person,Fatigue,Dizziness And Giddiness,2
12589,Sick Person,Fatigue,Fatigue,2
12595,Sick Person,Fatigue,Major Depressive Disorder,4
12605,Sick Person,Fatigue,Sepsis,6
12609,Sick Person,Fatigue,Syncope And Collapse,2
12613,Sick Person,Fatigue,Urinary Tract Infection,2
12614,Sick Person,Fatigue,Weakness,4
12620,Sick Person,Fever,Acute Cystitis,2
12624,Sick Person,Fever,Acute Pharyngitis,2
12625,Sick Person,Fever,Acute Postprocedural Pain,2
12626,Sick Person,Fever,Acute Respiratory Failure,2
12627,Sick Person,Fever,Acute Respiratory Infection,3
12628,Sick Person,Fever,Bloodstream Infection,2
12641,Sick Person,Fever,Disorder Of Bladder,2
12646,Sick Person,Fever,Fever,11
12647,Sick Person,Fever,Flu,8
12648,Sick Person,Fever,GramNegative Sepsis,4
12652,Sick Person,Fever,I I React D T Urinary Catheter,5
12653,Sick Person,Fever,Infect Inflm React D T Cardi Vasc Dev Implnt Grft,2
12654,Sick Person,Fever,Infect Inflm Reaction,3
12655,Sick Person,Fever,Injury Of Urethra,2
12659,Sick Person,Fever,Noninfective Gastroenteritis And Colitis,2
12663,Sick Person,Fever,Pneumonia,4
12664,Sick Person,Fever,Pneumonitis,5
12667,Sick Person,Fever,Retention Of Urine,2
12668,Sick Person,Fever,Sepsis,62
12669,Sick Person,Fever,Simple Febrile Convulsions,2
12671,Sick Person,Fever,Syncope And Collapse,2
12672,Sick Person,Fever,Urinary Tract Infection,5
12674,Sick Person,Fever,Vomiting,2
12678,Sick Person,GI GU Abdominal Pain Acute Onset,Abdominal Pain,4
12682,Sick Person,GI GU Abdominal Pain Acute Onset,Alcohol Dependence,3
12686,Sick Person,GI GU Abdominal Pain Acute Onset,Chronic Pain,2
12691,Sick Person,GI GU Abdominal Pain Acute Onset,Epigastric Pain,3
12693,Sick Person,GI GU Abdominal Pain Acute Onset,Gastroparesis,2
12694,Sick Person,GI GU Abdominal Pain Acute Onset,Generalized Abdominal Pain,4
12707,Sick Person,GI GU Abdominal Pain Acute Onset,Intestnl Obst,2
12710,Sick Person,GI GU Abdominal Pain Acute Onset,Nausea,3
12711,Sick Person,GI GU Abdominal Pain Acute Onset,Noninfective Gastroenteritis And Colitis,2
12716,Sick Person,GI GU Abdominal Pain Acute Onset,Right Lower Quadrant Pain,2
12717,Sick Person,GI GU Abdominal Pain Acute Onset,Sepsis,6
12727,Sick Person,GI GU Bowel Obstruction,Intestinal Obstruction,2
12735,Sick Person,GI GU Constipation,Constipation,5
12737,Sick Person,GI GU Constipation,Fecal Impaction,4
12743,Sick Person,GI GU Diarrhea,Acute Kidney Failure,2
12748,Sick Person,GI GU Diarrhea,Dehydration,2
12752,Sick Person,GI GU Diarrhea,Nausea,3
12755,Sick Person,GI GU Diarrhea,Sepsis,7
12765,Sick Person,GI GU Generalized Abdominal Pain,Abdominal Pain,9
12767,Sick Person,GI GU Generalized Abdominal Pain,Acute Appendicitis,2
12770,Sick Person,GI GU Generalized Abdominal Pain,Acute Pancreatitis,2
12782,Sick Person,GI GU Generalized Abdominal Pain,Constipation,7
12786,Sick Person,GI GU Generalized Abdominal Pain,Cyclical Vomiting,4
12796,Sick Person,GI GU Generalized Abdominal Pain,Dvtrcli Of Lg Int,2
12798,Sick Person,GI GU Generalized Abdominal Pain,Epigastric Pain,2
12803,Sick Person,GI GU Generalized Abdominal Pain,Generalized Abdominal Pain,6
12806,Sick Person,GI GU Generalized Abdominal Pain,Hydronephrosis,3
12807,Sick Person,GI GU Generalized Abdominal Pain,HypoOsmolality And Hyponatremia,2
12811,Sick Person,GI GU Generalized Abdominal Pain,Intestinal Obstruction,2
12815,Sick Person,GI GU Generalized Abdominal Pain,Nausea,5
12816,Sick Person,GI GU Generalized Abdominal Pain,Noninfective Gastroenteritis And Colitis,2
12817,Sick Person,GI GU Generalized Abdominal Pain,Ovarian Cyst,2
12821,Sick Person,GI GU Generalized Abdominal Pain,Pneumonia,2
12825,Sick Person,GI GU Generalized Abdominal Pain,Retention Of Urine,2
12826,Sick Person,GI GU Generalized Abdominal Pain,Right Lower Quadrant Pain,2
12828,Sick Person,GI GU Generalized Abdominal Pain,Sepsis,9
12839,Sick Person,GI GU Generalized Abdominal Pain,Urinary Tract Infection,6
12842,Sick Person,GI GU Generalized Abdominal Pain,Weakness,2
12858,Sick Person,GI GU Gu Problem Not Otherwise Listed,Cystitis,2
12860,Sick Person,GI GU Gu Problem Not Otherwise Listed,Encounter For Attn To Artif Openings Of Urinary Tract,2
12872,Sick Person,GI GU Nausea,Acute Kidney Failure,2
12876,Sick Person,GI GU Nausea,Adverse Effect Of Drug Meds Biol Subst,2
12878,Sick Person,GI GU Nausea,Alcoholic Gastritis,2
12882,Sick Person,GI GU Nausea,Cerebral Infarction,4
12884,Sick Person,GI GU Nausea,Chest Pain,2
12890,Sick Person,GI GU Nausea,Dehydration,6
12892,Sick Person,GI GU Nausea,Dizziness And Giddiness,6
12898,Sick Person,GI GU Nausea,Essential Primary Hypertension,2
12902,Sick Person,GI GU Nausea,Gastritis,2
12903,Sick Person,GI GU Nausea,Gastrointestinal Hemorrhage,4
12904,Sick Person,GI GU Nausea,Generalized Abdominal Pain,2
12905,Sick Person,GI GU Nausea,Headache,3
12908,Sick Person,GI GU Nausea,Hypertensive Heart Disease,2
12911,Sick Person,GI GU Nausea,I I React D T Indwelling Urethral Catheter,3
12912,Sick Person,GI GU Nausea,Ileus,3
12915,Sick Person,GI GU Nausea,Low Back Pain,2
12918,Sick Person,GI GU Nausea,Mild Hyperemesis Gravidarum,2
12920,Sick Person,GI GU Nausea,Nausea,21
12922,Sick Person,GI GU Nausea,Noninfective Gastroenteritis And Colitis,9
12929,Sick Person,GI GU Nausea,Right Upper Quadrant Pain,2
12931,Sick Person,GI GU Nausea,Sepsis,22
12933,Sick Person,GI GU Nausea,Syncope And Collapse,6
12938,Sick Person,GI GU Nausea,Type 1 Diabetes Mellitus,2
12942,Sick Person,GI GU Nausea,Urinary Tract Infection,4
12944,Sick Person,GI GU Nausea,Viral Intestinal Infection,2
12945,Sick Person,GI GU Nausea,Vomiting,6
12947,Sick Person,GI GU Nausea,Weakness,4
12963,Sick Person,GI GU Nausea With Vomiting,Noninfective Gastroenteritis And Colitis,2
12965,Sick Person,GI GU Nausea With Vomiting,Opioid Dependence,2
12967,Sick Person,GI GU Nausea With Vomiting,Sepsis,4
12972,Sick Person,GI GU Nausea With Vomiting,Viral Intestinal Infection,2
12975,Sick Person,GI GU Obesity,Sepsis,2
12979,Sick Person,GI GU Pelvic Or Perineal Pain,Diseases Of Anus And Rectum,2
12989,Sick Person,GI GU Pelvic Or Perineal Pain,Retention Of Urine,4
13002,Sick Person,General Malaise,Abdominal Pain,2
13004,Sick Person,General Malaise,Acute Kidney Failure,2
13009,Sick Person,General Malaise,Altered Mental Status,2
13017,Sick Person,General Malaise,Chest Pain,2
13033,Sick Person,General Malaise,Gastrointestinal Hemorrhage,3
13039,Sick Person,General Malaise,Hyp Hrt & Chr Kdny Dis,2
13044,Sick Person,General Malaise,Hypothyroidism,2
13056,Sick Person,General Malaise,Nausea,9
13058,Sick Person,General Malaise,Noninfective Gastroenteritis And Colitis,2
13062,Sick Person,General Malaise,Peripheral Vertigo,2
13064,Sick Person,General Malaise,Pneumonia,3
13075,Sick Person,General Malaise,Sepsis,13
13080,Sick Person,General Malaise,Syncope And Collapse,2
13081,Sick Person,General Malaise,Type 2 Diabetes Mellitus,2
13082,Sick Person,General Malaise,Urinary Tract Infection,7
13084,Sick Person,General Malaise,Viral Infection,2
13086,Sick Person,General Malaise,Weakness,6
13095,Sick Person,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Chronic Or Gastric Ulcer,2
13099,Sick Person,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Gastrointestinal Hemorrhage,3
13104,Sick Person,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Sepsis,3
13109,Sick Person,Hemorrhage Not Elsewhere Classified,Epistaxis,2
13115,Sick Person,Hemorrhage Not Elsewhere Classified,Urinary Tract Infection,2
13135,Sick Person,Infectious Common Cold,Acute Respiratory Infection,3
13140,Sick Person,Infectious Common Cold,Chronic Obstructive Pulmonary Disease,2
13146,Sick Person,Infectious Common Cold,Sepsis,2
13148,Sick Person,Infectious Common Cold,Weakness,2
13152,Sick Person,Infectious Disease,Cellulitis Of Limb,3
13170,Sick Person,Infectious Disease,Sepsis,11
13174,Sick Person,Infectious Disease,Toxic Encephalopathy,2
13177,Sick Person,Infectious Influenza Flu Like Symptoms,Abdominal Pain,2
13180,Sick Person,Infectious Influenza Flu Like Symptoms,Chronic Obstructive Pulmonary Disease,2
13181,Sick Person,Infectious Influenza Flu Like Symptoms,Diarrhea,2
13183,Sick Person,Infectious Influenza Flu Like Symptoms,Flu,2
13187,Sick Person,Infectious Influenza Flu Like Symptoms,Nausea,2
13188,Sick Person,Infectious Influenza Flu Like Symptoms,Noninfective Gastroenteritis And Colitis,3
13190,Sick Person,Infectious Influenza Flu Like Symptoms,Sepsis,4
13196,Sick Person,Infectious Influenza Flu Like Symptoms,Vomiting,3
13198,Sick Person,Infectious Pneumonia,Acute On Chronic Diastolic Congestive Heart Failure,2
13202,Sick Person,Infectious Pneumonia,Chronic Obstructive Pulmonary Disease,2
13206,Sick Person,Infectious Pneumonia,Pneumonia,2
13207,Sick Person,Infectious Pneumonia,Pneumonitis,2
13209,Sick Person,Infectious Pneumonia,Sepsis,3
13217,Sick Person,Infectious Sepsis,Cellulitis Of Limb,2
13225,Sick Person,Infectious Sepsis,GramNegative Sepsis,2
13234,Sick Person,Infectious Sepsis,Pneumonia,2
13236,Sick Person,Infectious Sepsis,Proc Trtmt Not Crd Out D T Pt Lv Bef Seen By Hlth Care Prov,2
13238,Sick Person,Infectious Sepsis,Sepsis,44
13244,Sick Person,Infectious Sepsis,Urinary Tract Infection,4
13252,Sick Person,Injuries Of Lower Back ,Pain In Ankle And Joints Of Foot,2
13254,Sick Person,Injuries Of Lower Back ,Sprain Of Foot,3
13265,Sick Person,Injury Eye And Or Orbit,Opioid Abuse,2
13266,Sick Person,Injury Eye And Or Orbit,Proc Trtmt Not Crd Out Bec Pt Decision For Reasons,2
13268,Sick Person,Injury Foot,Acute Postprocedural Pain,2
13274,Sick Person,Injury Foot,Pain In Ankle And Joints Of Foot,2
13285,Sick Person,Injury Hip,Pain In Hip,4
13291,Sick Person,Injury Lower Back,Radiculopathy,2
13296,Sick Person,Injury Lower Leg,Candidal Stomatitis,2
13297,Sick Person,Injury Lower Leg,Cellulitis Of Limb,2
13301,Sick Person,Injury Lower Leg,Erythema Intertrigo,2
13307,Sick Person,Injury Lower Leg,NonPressure Chronic Ulcer Foot,2
13310,Sick Person,Injury Lower Leg,Pain In Hip,2
13312,Sick Person,Injury Lower Leg,Pain In Leg,2
13315,Sick Person,Injury Lower Leg,Sepsis,2
13320,Sick Person,Injury Lower Leg,Type 2 Diabetes Mellitus,3
13333,Sick Person,Injury Not Otherwise Listed,Cervicalgia,2
13337,Sick Person,Injury Not Otherwise Listed,Contusion Of Hand,2
13338,Sick Person,Injury Not Otherwise Listed,Contusion Of Head,2
13340,Sick Person,Injury Not Otherwise Listed,Contusion Of Neck,2
13343,Sick Person,Injury Not Otherwise Listed,Cutaneous Abscess Of Buttock,2
13344,Sick Person,Injury Not Otherwise Listed,Cutaneous Abscess Of Limb,2
13345,Sick Person,Injury Not Otherwise Listed,Dislocation Of Internal Hip Prosthesis,2
13349,Sick Person,Injury Not Otherwise Listed,Displaced Intertrochanteric Fracture Of Femur,2
13354,Sick Person,Injury Not Otherwise Listed,Fracture Of One Rib,2
13360,Sick Person,Injury Not Otherwise Listed,Laceration ,8
13363,Sick Person,Injury Not Otherwise Listed,Pain In Knee,4
13368,Sick Person,Injury Not Otherwise Listed,Sepsis,2
13370,Sick Person,Injury Not Otherwise Listed,Sprain Of Ligament Of Ankle,3
13374,Sick Person,Injury Not Otherwise Listed,Strain Of Musclele,3
13376,Sick Person,Injury Not Otherwise Listed,Syncope And Collapse,2
13384,Sick Person,Injury Pelvis,Periprosth Fracture Around Internal Prosthhip Jt,2
